Survived,Age,SibSp,Parch,Fare,Sex_0,Embarked_0,Embarked_1,Pclass_1,Pclass_2
0.0,21.0,0.0,0.0,7.9123616,1.0,0.0,0.0,0.0,0.0
0.0,56.48717,0.0,0.0,30.07357,1.0,1.0,0.0,1.0,0.0
0.0,55.268036,0.0,0.0,30.540169,1.0,1.0,0.0,1.0,0.0
0.0,56.0,0.0,0.0,26.871494,1.0,1.0,0.0,1.0,0.0
0.0,55.818813,0.0,0.0,30.680906,1.0,1.0,0.0,1.0,0.0
0.0,55.770527,0.0,0.0,30.521343,1.0,0.0,0.0,1.0,0.0
0.0,56.0,0.0,0.0,30.297298,1.0,0.0,0.0,1.0,0.0
0.0,56.0,0.0,0.0,28.399008,1.0,0.0,0.0,1.0,0.0
0.0,55.870636,0.0,0.0,30.688763,1.0,1.0,0.0,1.0,0.0
0.0,55.167767,0.0,0.0,30.666832,1.0,0.0,0.0,1.0,0.0
0.0,56.789135,0.0,0.0,30.638992,1.0,1.0,0.0,1.0,0.0
0.0,18.0,1.0,1.0,7.8293743,1.0,0.0,0.0,0.0,0.0
0.0,18.0,1.0,0.0,7.8054347,1.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,1.0,7.850928,1.0,0.0,0.0,0.0,0.0
0.0,18.0,1.0,1.0,7.8447127,1.0,0.0,0.0,0.0,0.0
0.0,18.0,1.0,1.0,7.80485,1.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,0.0,7.7634387,1.0,0.0,0.0,0.0,0.0
0.0,18.0,1.0,0.0,7.75864,1.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,1.0,7.8221965,1.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,1.0,7.8010116,1.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,0.0,7.8216157,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,3.0,1.0,25.4667,1.0,0.0,0.0,0.0,0.0
0.0,48.524357,0.0,0.0,28.665596,0.0,0.0,0.0,1.0,0.0
0.0,49.73534,0.0,0.0,26.68119,0.0,0.0,0.0,1.0,0.0
0.0,51.872025,0.0,0.0,27.014963,0.0,1.0,0.0,1.0,0.0
0.0,48.471027,0.0,0.0,27.309423,0.0,0.0,0.0,1.0,0.0
0.0,49.031506,0.0,0.0,27.832907,0.0,1.0,0.0,1.0,0.0
0.0,53.55659,0.0,0.0,27.59118,1.0,0.0,0.0,1.0,0.0
0.0,50.1631,0.0,0.0,27.814276,0.0,1.0,0.0,1.0,0.0
0.0,49.031662,0.0,0.0,27.942833,1.0,1.0,0.0,1.0,0.0
0.0,47.232174,0.0,0.0,28.572254,1.0,1.0,0.0,1.0,0.0
0.0,46.56591,0.0,0.0,28.568851,1.0,0.0,0.0,1.0,0.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,29.804998,0.0,0.0,13.726662,1.0,0.0,0.0,0.0,0.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,29.734781,0.0,0.0,14.165231,1.0,0.0,0.0,0.0,0.0
0.0,29.82555,0.0,0.0,13.366604,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,38.062782,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.64883,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,36.259605,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,36.069374,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,36.82697,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,36.533302,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,36.899693,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,37.15234,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,37.984844,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,37.274895,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,0.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,15.087203,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,14.536976,1.0,1.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,14.629397,1.0,1.0,0.0,0.0,1.0
0.0,29.699118,0.0,0.0,14.927482,1.0,1.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,14.802169,1.0,1.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,15.021485,1.0,1.0,0.0,0.0,1.0
0.0,29.699118,0.0,0.0,14.545316,1.0,1.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,14.545849,1.0,1.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,14.873039,1.0,1.0,0.0,0.0,1.0
0.0,29.699118,0.0,0.0,15.058319,1.0,0.0,0.0,0.0,0.0
0.0,10.613233,4.0,2.0,31.3272,0.0,0.0,0.0,0.0,0.0
0.0,9.0,4.0,2.0,31.356066,0.0,0.0,0.0,0.0,0.0
0.0,8.280928,4.0,2.0,31.057194,1.0,0.0,0.0,0.0,0.0
0.0,9.0,4.0,2.0,31.372889,0.0,0.0,0.0,0.0,0.0
0.0,9.0,4.0,2.0,31.38654,1.0,0.0,0.0,0.0,0.0
0.0,8.997929,4.0,2.0,31.183048,1.0,0.0,0.0,0.0,0.0
0.0,8.873808,4.0,2.0,29.196424,1.0,0.0,0.0,0.0,0.0
0.0,9.0,4.0,2.0,31.335762,0.0,0.0,0.0,0.0,0.0
0.0,9.0,4.0,2.0,31.339535,1.0,0.0,0.0,0.0,0.0
0.0,10.038448,4.0,2.0,31.313673,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,50.964172,1.0,0.0,0.0,1.0,0.0
0.0,30.131767,0.0,0.0,50.105385,1.0,0.0,0.0,1.0,0.0
0.0,30.385166,0.0,0.0,51.459316,1.0,0.0,0.0,1.0,0.0
0.0,29.974482,0.0,0.0,50.464283,1.0,0.0,0.0,1.0,0.0
0.0,30.518309,0.0,0.0,50.029037,1.0,0.0,0.0,1.0,0.0
0.0,30.028883,1.0,0.0,51.48348,1.0,0.0,0.0,1.0,0.0
0.0,30.420023,1.0,0.0,51.700996,1.0,0.0,0.0,1.0,0.0
0.0,30.93481,0.0,0.0,50.48819,1.0,0.0,0.0,1.0,0.0
0.0,30.547302,0.0,0.0,50.466908,1.0,0.0,0.0,1.0,0.0
0.0,29.699118,0.0,0.0,50.298973,1.0,0.0,0.0,1.0,0.0
0.0,40.51023,2.0,0.0,14.322418,1.0,0.0,0.0,0.0,0.0
0.0,40.252655,1.0,2.0,14.861815,1.0,0.0,1.0,0.0,0.0
0.0,39.143467,1.0,0.0,14.289392,1.0,0.0,1.0,0.0,1.0
0.0,40.435703,1.0,2.0,15.045053,1.0,0.0,0.0,0.0,0.0
0.0,40.031086,1.0,1.0,15.375734,1.0,0.0,1.0,0.0,0.0
0.0,39.32201,0.0,1.0,15.360113,1.0,0.0,0.0,0.0,0.0
0.0,39.019306,0.0,1.0,15.117803,1.0,0.0,1.0,0.0,1.0
0.0,40.3554,1.0,2.0,14.785101,1.0,0.0,1.0,0.0,0.0
0.0,40.06857,1.0,1.0,15.0739975,1.0,0.0,0.0,0.0,0.0
0.0,40.660088,1.0,0.0,15.1231785,1.0,0.0,1.0,0.0,0.0
0.0,35.016636,0.0,0.0,7.9070005,1.0,0.0,0.0,0.0,0.0
0.0,36.0,0.0,0.0,7.844283,1.0,0.0,0.0,0.0,0.0
0.0,35.147617,0.0,0.0,8.027085,1.0,0.0,0.0,0.0,0.0
0.0,36.0,0.0,0.0,7.815913,1.0,0.0,0.0,0.0,0.0
0.0,36.0,0.0,0.0,7.682017,1.0,0.0,0.0,0.0,0.0
0.0,35.998947,0.0,0.0,7.917336,1.0,0.0,0.0,0.0,0.0
0.0,35.525597,0.0,0.0,8.014875,1.0,0.0,0.0,0.0,0.0
0.0,36.0,0.0,0.0,7.7280335,1.0,0.0,0.0,0.0,0.0
0.0,36.0,0.0,0.0,7.645417,1.0,0.0,0.0,0.0,0.0
0.0,35.679916,0.0,0.0,7.9057994,1.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,0.0,13.482992,1.0,0.0,0.0,0.0,1.0
0.0,18.145273,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,18.347624,0.0,0.0,12.39945,1.0,0.0,0.0,0.0,1.0
0.0,18.732157,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,18.685474,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,18.692833,0.0,0.0,12.242593,1.0,0.0,0.0,0.0,1.0
0.0,18.27534,0.0,0.0,12.829258,1.0,0.0,0.0,0.0,1.0
0.0,18.067295,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,18.430412,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,19.0,0.0,0.0,14.306889,1.0,0.0,0.0,0.0,1.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,42.0,0.0,1.0,7.8366528,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,1.0,8.623965,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,0.0,8.004398,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,0.0,8.640996,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,0.0,8.632326,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,1.0,8.296891,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,1.0,8.114789,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,1.0,8.592447,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,0.0,8.418512,1.0,0.0,0.0,0.0,0.0
0.0,42.0,0.0,1.0,8.193001,1.0,0.0,0.0,0.0,0.0
0.0,23.43555,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
0.0,24.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,24.604979,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,24.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,24.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,24.652205,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,24.899157,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,24.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
0.0,24.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,23.162716,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,28.37883,0.0,0.0,9.488012,1.0,0.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,9.5,1.0,0.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,9.651629,1.0,0.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,9.5,1.0,0.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,9.5,1.0,0.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,10.479107,1.0,0.0,0.0,0.0,1.0
0.0,28.0,0.0,0.0,10.011837,1.0,0.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,9.5,1.0,0.0,0.0,0.0,0.0
0.0,28.0,0.0,0.0,9.5,1.0,0.0,0.0,0.0,0.0
0.0,28.593142,0.0,0.0,9.488483,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,8.0,2.0,69.55,1.0,0.0,0.0,0.0,0.0
0.0,34.661114,0.0,0.0,6.7045693,1.0,0.0,0.0,0.0,0.0
0.0,34.28863,0.0,0.0,6.446014,1.0,0.0,0.0,0.0,0.0
0.0,34.970276,0.0,0.0,6.87129,1.0,0.0,0.0,0.0,0.0
0.0,34.34204,0.0,0.0,6.47012,1.0,0.0,0.0,0.0,0.0
0.0,34.213333,0.0,0.0,6.4586773,1.0,0.0,0.0,0.0,0.0
0.0,34.28051,0.0,0.0,6.776714,1.0,0.0,0.0,0.0,0.0
0.0,34.2711,0.0,0.0,6.58784,1.0,0.0,0.0,0.0,0.0
0.0,34.366882,0.0,0.0,6.4450955,1.0,1.0,0.0,0.0,0.0
0.0,34.337875,0.0,0.0,6.475498,1.0,0.0,0.0,0.0,0.0
0.0,34.574272,0.0,0.0,6.581899,1.0,0.0,0.0,0.0,0.0
0.0,45.248276,0.0,0.0,7.6619544,0.0,1.0,0.0,0.0,0.0
0.0,45.04029,0.0,0.0,7.1162896,1.0,1.0,0.0,0.0,0.0
0.0,45.80681,0.0,0.0,7.238626,1.0,1.0,0.0,0.0,0.0
0.0,45.137875,0.0,0.0,7.0081153,1.0,0.0,0.0,0.0,0.0
0.0,45.49114,0.0,0.0,7.0533285,1.0,0.0,0.0,0.0,0.0
0.0,46.92708,0.0,0.0,7.248535,1.0,1.0,0.0,0.0,0.0
0.0,46.47599,0.0,0.0,7.2250743,1.0,0.0,0.0,0.0,0.0
0.0,45.077705,0.0,0.0,7.0089116,1.0,0.0,0.0,0.0,0.0
0.0,45.369957,0.0,0.0,7.185085,1.0,1.0,0.0,0.0,0.0
0.0,45.145794,0.0,0.0,7.4599524,1.0,1.0,0.0,0.0,0.0
0.0,2.0,2.0,1.0,16.655323,1.0,0.0,0.0,0.0,0.0
0.0,4.320322,1.0,1.0,13.639833,0.0,0.0,0.0,0.0,0.0
0.0,2.3744202,1.0,1.0,16.715237,0.0,0.0,0.0,0.0,0.0
0.0,5.6043673,1.0,1.0,11.648363,0.0,0.0,0.0,0.0,0.0
0.0,3.2435002,1.0,1.0,15.105797,0.0,1.0,0.0,0.0,0.0
0.0,2.9114542,0.0,1.0,19.933418,0.0,0.0,0.0,0.0,0.0
0.0,2.3782747,2.0,1.0,13.216169,0.0,0.0,0.0,0.0,0.0
0.0,8.619997,0.0,1.0,13.909222,0.0,0.0,0.0,0.0,0.0
0.0,8.515228,1.0,1.0,11.992613,0.0,1.0,0.0,0.0,0.0
0.0,2.0,3.0,1.0,17.963234,1.0,0.0,0.0,0.0,0.0
0.0,31.19892,1.0,0.0,16.040062,1.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,1.0,15.73077,0.0,0.0,0.0,0.0,0.0
0.0,30.149853,1.0,0.0,15.908225,1.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,1.0,15.641054,0.0,0.0,1.0,0.0,0.0
0.0,32.0,1.0,1.0,15.790363,1.0,0.0,1.0,0.0,0.0
0.0,31.614937,1.0,0.0,15.990012,1.0,0.0,0.0,0.0,0.0
0.0,30.159683,1.0,0.0,15.889474,1.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,1.0,15.847987,1.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,0.0,15.823201,0.0,0.0,1.0,0.0,0.0
0.0,31.539656,1.0,0.0,16.059778,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.713144,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.474291,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.1209702,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.433351,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.435961,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.4139667,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.676862,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.433547,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.2566795,1.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,0.0,7.0904984,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.1947217,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.3719397,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.4416265,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.494691,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,7.1291966,1.0,0.0,0.0,0.0,0.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,29.93505,0.0,0.0,13.965789,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,29.836895,0.0,0.0,14.334202,1.0,0.0,0.0,0.0,1.0
0.0,29.859426,0.0,0.0,13.634435,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,30.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,1.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,1.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,29.699118,1.0,0.0,7.75,1.0,0.0,1.0,0.0,0.0
0.0,43.15784,1.0,0.0,26.760143,1.0,0.0,0.0,0.0,1.0
0.0,42.50465,1.0,0.0,26.632053,1.0,0.0,0.0,0.0,1.0
0.0,42.90406,1.0,0.0,26.705887,0.0,0.0,0.0,0.0,1.0
0.0,42.73569,1.0,1.0,26.284739,1.0,0.0,0.0,0.0,1.0
0.0,42.985928,1.0,1.0,26.82764,1.0,0.0,0.0,0.0,1.0
0.0,43.529102,1.0,0.0,26.997332,0.0,0.0,0.0,0.0,1.0
0.0,43.57151,1.0,0.0,26.370316,1.0,0.0,0.0,0.0,1.0
0.0,42.878185,1.0,1.0,26.502369,1.0,0.0,0.0,0.0,1.0
0.0,42.705803,1.0,1.0,26.997438,1.0,0.0,0.0,0.0,1.0
0.0,43.677635,1.0,0.0,26.353065,1.0,0.0,0.0,0.0,1.0
0.0,29.932858,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,30.840221,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,29.788961,0.0,0.0,9.920205,1.0,0.0,0.0,0.0,0.0
0.0,30.88046,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,30.92042,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,29.856693,0.0,0.0,9.534042,1.0,0.0,0.0,0.0,1.0
0.0,29.980326,0.0,0.0,9.533001,1.0,0.0,0.0,0.0,1.0
0.0,30.117708,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,30.553797,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,29.183414,0.0,0.0,10.5,1.0,0.0,0.0,0.0,1.0
0.0,27.59391,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,27.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,27.715862,0.0,0.0,13.076629,1.0,0.0,0.0,0.0,1.0
0.0,27.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,27.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,27.980797,0.0,0.0,13.060804,1.0,0.0,0.0,0.0,1.0
0.0,27.595459,0.0,0.0,13.098152,1.0,0.0,0.0,0.0,1.0
0.0,27.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,27.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,27.873123,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,51.0,0.0,0.0,7.5496616,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.82132,1.0,0.0,0.0,0.0,0.0
0.0,50.753677,0.0,0.0,8.05,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.8409595,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.99422,1.0,0.0,0.0,0.0,0.0
0.0,50.65421,0.0,0.0,8.05,1.0,0.0,0.0,0.0,0.0
0.0,50.55846,0.0,0.0,8.05,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.969933,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.753432,1.0,0.0,0.0,0.0,0.0
0.0,51.0,0.0,0.0,7.184573,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,29.699118,0.0,0.0,7.8958,1.0,0.0,0.0,0.0,0.0
0.0,22.044666,0.0,0.0,9.244495,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,9.253721,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,9.422368,0.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,9.197786,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,9.131234,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,9.69223,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,9.718933,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,9.041442,1.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,0.0,9.176886,1.0,0.0,0.0,0.0,0.0
0.0,22.535688,0.0,0.0,9.24341,1.0,0.0,0.0,0.0,0.0
0.0,20.393557,0.0,0.0,7.1104517,1.0,0.0,0.0,0.0,0.0
0.0,20.756187,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,20.629206,0.0,0.0,7.649589,1.0,0.0,0.0,0.0,0.0
0.0,20.925266,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,20.753445,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,20.554892,0.0,0.0,7.369036,1.0,0.0,0.0,0.0,0.0
0.0,20.983057,0.0,0.0,7.3603983,1.0,0.0,0.0,0.0,0.0
0.0,20.780674,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,20.627216,0.0,0.0,7.25,1.0,0.0,0.0,0.0,0.0
0.0,20.181759,0.0,0.0,7.235967,1.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,0.0,11.930592,1.0,0.0,0.0,0.0,1.0
0.0,18.82554,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,18.0,0.0,0.0,11.607316,1.0,0.0,0.0,0.0,1.0
0.0,18.401066,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
0.0,18.256739,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0
